# time,x(N),y(E),z(D),psi
5.266222952979179972e+00,1.288586537441070101e+00,-3.014270074890760043e+00,-3.846844793592830047e+00,-8.431988833040420239e-01
5.315611220519330438e+00,1.404150935663339927e+00,-2.994495978256019875e+00,-3.811359045335720008e+00,-8.483087803489890444e-01
5.364999488059480015e+00,1.516801989314620069e+00,-2.971833360048659944e+00,-3.771862290081270164e+00,-8.534632848070290434e-01
5.414387755599629592e+00,1.626294689556140094e+00,-2.946190717251659930e+00,-3.728107991706079982e+00,-8.584458789169120418e-01
5.463776023139789828e+00,1.732408006423330038e+00,-2.917418047674590120e+00,-3.679859274300920191e+00,-8.634132496055629824e-01
5.513164290679940294e+00,1.834910558628999988e+00,-2.885409929648810046e+00,-3.626843738942910012e+00,-8.659599630499920098e-01
5.562552558220089871e+00,1.933569224391290087e+00,-2.849983151495070199e+00,-3.568780013782209881e+00,-8.660059724279820514e-01
5.611940825760240337e+00,2.028123445518649870e+00,-2.810963871648120005e+00,-3.505353860757970175e+00,-8.646077893789300139e-01
5.661329093300399684e+00,2.118320060646179837e+00,-2.768173490121859981e+00,-3.436249059128530181e+00,-8.624895849836610173e-01
5.710717360840550150e+00,2.203903825024899898e+00,-2.721484592521480117e+00,-3.361132358848890167e+00,-8.599535963260620530e-01
5.760105628380699727e+00,2.284635006908739996e+00,-2.670784139066869844e+00,-3.279667090800450158e+00,-8.573076426376099457e-01
5.809493895920850193e+00,2.360280665198669858e+00,-2.615999825823100089e+00,-3.191501997513309874e+00,-8.546863049400079682e-01
5.858882163461010428e+00,2.430625376636499801e+00,-2.557072361523299975e+00,-3.096278732768389830e+00,-8.522321568514560353e-01
5.908270431001160006e+00,2.489999975778359964e+00,-2.489999975826770129e+00,-3.009999990744880005e+00,-8.363519605360619780e-01
5.946882014574470077e+00,2.528346662485589924e+00,-2.431328860871960096e+00,-2.951185644374159978e+00,-8.193046250072369974e-01
5.985493598147780148e+00,2.563383037550739818e+00,-2.369605794994449788e+00,-2.890237336910180144e+00,-8.074512148019840074e-01
